Search Results: 2020 
FIPS code,State,County,Jurisdiction,Jurisdiction Type,Make,Model,Equipment Type,VVPAT,Polling Place,Accessible Use,Early Voting,Absentee Ballots
"2809500000","Mississippi","Monroe","Monroe County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2809700000","Mississippi","Montgomery","Montgomery County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2809700000","Mississippi","Montgomery","Montgomery County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2809700000","Mississippi","Montgomery","Montgomery County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2809700000","Mississippi","Montgomery","Montgomery County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2809900000","Mississippi","Neshoba","Neshoba County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"2809900000","Mississippi","Neshoba","Neshoba County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"2809900000","Mississippi","Neshoba","Neshoba County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2810100000","Mississippi","Newton","Newton County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"2810100000","Mississippi","Newton","Newton County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"2810100000","Mississippi","Newton","Newton County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2810100000","Mississippi","Newton","Newton County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2810300000","Mississippi","Noxubee","Noxubee County","County","Premier/Diebold (Dominion)","AccuView","VVPAT Printer","N/A","Yes","Yes","No","No",
"2810300000","Mississippi","Noxubee","Noxubee County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2810300000","Mississippi","Noxubee","Noxubee County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2810300000","Mississippi","Noxubee","Noxubee County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2810500000","Mississippi","Oktibbeha","Oktibbeha County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2810500000","Mississippi","Oktibbeha","Oktibbeha County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2810500000","Mississippi","Oktibbeha","Oktibbeha County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2810500000","Mississippi","Oktibbeha","Oktibbeha County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2810700000","Mississippi","Panola","Panola County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"2810700000","Mississippi","Panola","Panola County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"2810700000","Mississippi","Panola","Panola County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"2810700000","Mississippi","Panola","Panola County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2810900000","Mississippi","Pearl River","Pearl River County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"2810900000","Mississippi","Pearl River","Pearl River County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"2810900000","Mississippi","Pearl River","Pearl River County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2810900000","Mississippi","Pearl River","Pearl River County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2811100000","Mississippi","Perry","Perry County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2811100000","Mississippi","Perry","Perry County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2811100000","Mississippi","Perry","Perry County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2811100000","Mississippi","Perry","Perry County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2811300000","Mississippi","Pike","Pike County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2811300000","Mississippi","Pike","Pike County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2811300000","Mississippi","Pike","Pike County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"2811300000","Mississippi","Pike","Pike County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2811500000","Mississippi","Pontotoc","Pontotoc County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2811500000","Mississippi","Pontotoc","Pontotoc County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2811500000","Mississippi","Pontotoc","Pontotoc County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2811500000","Mississippi","Pontotoc","Pontotoc County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2811700000","Mississippi","Prentiss","Prentiss County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2811700000","Mississippi","Prentiss","Prentiss County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2811700000","Mississippi","Prentiss","Prentiss County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2811700000","Mississippi","Prentiss","Prentiss County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2811900000","Mississippi","Quitman","Quitman County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2811900000","Mississippi","Quitman","Quitman County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2811900000","Mississippi","Quitman","Quitman County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2812100000","Mississippi","Rankin","Rankin County","County","Hart InterCivic","Verity Scan","Hand-Fed Optical Scanner","N/A","Yes","No","No","No",
"2812100000","Mississippi","Rankin","Rankin County","County","Hart InterCivic","Verity Touch Writer","Ballot Marking Device","N/A","Yes","Yes","No","No",
"2812100000","Mississippi","Rankin","Rankin County","County","Hart InterCivic","Verity Central","Batch-Fed Optical Scanner","N/A","No","No","No","Yes",
"2812100000","Mississippi","Rankin","Rankin County","County","KNOWiNK","Poll Pad","Electronic Poll Book","N/A","Yes","No","No","No",
"2812300000","Mississippi","Scott","Scott County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2812300000","Mississippi","Scott","Scott County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2812300000","Mississippi","Scott","Scott County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2812300000","Mississippi","Scott","Scott County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2812500000","Mississippi","Sharkey","Sharkey County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2812500000","Mississippi","Sharkey","Sharkey County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2812500000","Mississippi","Sharkey","Sharkey County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2812700000","Mississippi","Simpson","Simpson County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2812700000","Mississippi","Simpson","Simpson County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2812700000","Mississippi","Simpson","Simpson County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"2812700000","Mississippi","Simpson","Simpson County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2812900000","Mississippi","Smith","Smith County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2812900000","Mississippi","Smith","Smith County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2812900000","Mississippi","Smith","Smith County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2812900000","Mississippi","Smith","Smith County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2813100000","Mississippi","Stone","Stone County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2813100000","Mississippi","Stone","Stone County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2813100000","Mississippi","Stone","Stone County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2813300000","Mississippi","Sunflower","Sunflower County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2813300000","Mississippi","Sunflower","Sunflower County","County","VotingWorks","VX Ballot Scanner","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2813300000","Mississippi","Sunflower","Sunflower County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"2813500000","Mississippi","Tallahatchie","Tallahatchie County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2813500000","Mississippi","Tallahatchie","Tallahatchie County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2813500000","Mississippi","Tallahatchie","Tallahatchie County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2813500000","Mississippi","Tallahatchie","Tallahatchie County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2813700000","Mississippi","Tate","Tate County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2813700000","Mississippi","Tate","Tate County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2813700000","Mississippi","Tate","Tate County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2813700000","Mississippi","Tate","Tate County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2813900000","Mississippi","Tippah","Tippah County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2813900000","Mississippi","Tippah","Tippah County","County","VotingWorks","VX Ballot Scanner","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2813900000","Mississippi","Tippah","Tippah County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"2813900000","Mississippi","Tippah","Tippah County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2814100000","Mississippi","Tishomingo","Tishomingo County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2814100000","Mississippi","Tishomingo","Tishomingo County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2814100000","Mississippi","Tishomingo","Tishomingo County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2814300000","Mississippi","Tunica","Tunica County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2814300000","Mississippi","Tunica","Tunica County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2814300000","Mississippi","Tunica","Tunica County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2814500000","Mississippi","Union","Union County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2814500000","Mississippi","Union","Union County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2814500000","Mississippi","Union","Union County","County","Election Systems & Software","ExpressPoll","Electronic Poll Book","N/A","Yes","No","No","No",
"2814500000","Mississippi","Union","Union County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2814700000","Mississippi","Walthall","Walthall County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2814700000","Mississippi","Walthall","Walthall County","County","VotingWorks","VX Ballot Scanner","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2814700000","Mississippi","Walthall","Walthall County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2814900000","Mississippi","Warren","Warren County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2814900000","Mississippi","Warren","Warren County","County","VotingWorks","VX Ballot Scanner","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2814900000","Mississippi","Warren","Warren County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2814900000","Mississippi","Warren","Warren County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2815100000","Mississippi","Washington","Washington County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2815100000","Mississippi","Washington","Washington County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2815100000","Mississippi","Washington","Washington County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2815100000","Mississippi","Washington","Washington County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2815300000","Mississippi","Wayne","Wayne County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2815300000","Mississippi","Wayne","Wayne County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2815300000","Mississippi","Wayne","Wayne County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2815300000","Mississippi","Wayne","Wayne County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2815500000","Mississippi","Webster","Webster County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2815500000","Mississippi","Webster","Webster County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2815500000","Mississippi","Webster","Webster County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2815700000","Mississippi","Wilkinson","Wilkinson County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2815700000","Mississippi","Wilkinson","Wilkinson County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2815700000","Mississippi","Wilkinson","Wilkinson County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2815900000","Mississippi","Winston","Winston County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"2815900000","Mississippi","Winston","Winston County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"2815900000","Mississippi","Winston","Winston County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2815900000","Mississippi","Winston","Winston County","County","Scytl","BallotSafe","Internet Voting System","N/A","No","No","No","No",
"2816100000","Mississippi","Yalobusha","Yalobusha County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"2816100000","Mississippi","Yalobusha","Yalobusha County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"2816100000","Mississippi","Yalobusha","Yalobusha County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"2816300000","Mississippi","Yazoo","Yazoo County","County","Premier/Diebold (Dominion)","AccuVote TSX","DRE-Touchscreen","No","Yes","Yes","No","No",
"2816300000","Mississippi","Yazoo","Yazoo County","County","Premier/Diebold (Dominion)","AccuVote OS","Hand-Fed Optical Scanner","N/A","No","No","No","Yes",
"2816300000","Mississippi","Yazoo","Yazoo County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3000100000","Montana","Beaverhead","Beaverhead County","County","Election Systems & Software","DS450","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3000100000","Montana","Beaverhead","Beaverhead County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3000100000","Montana","Beaverhead","Beaverhead County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3000100000","Montana","Beaverhead","Beaverhead County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3000300000","Montana","Big Horn","Big Horn County","County","Election Systems & Software","DS850","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3000300000","Montana","Big Horn","Big Horn County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3000300000","Montana","Big Horn","Big Horn County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3000300000","Montana","Big Horn","Big Horn County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3000500000","Montana","Blaine","Blaine County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3000500000","Montana","Blaine","Blaine County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3000500000","Montana","Blaine","Blaine County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3000500000","Montana","Blaine","Blaine County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3000700000","Montana","Broadwater","Broadwater County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3000700000","Montana","Broadwater","Broadwater County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3000700000","Montana","Broadwater","Broadwater County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3000700000","Montana","Broadwater","Broadwater County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3000900000","Montana","Carbon","Carbon County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3000900000","Montana","Carbon","Carbon County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3000900000","Montana","Carbon","Carbon County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3000900000","Montana","Carbon","Carbon County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3001100000","Montana","Carter","Carter County","County","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"3001100000","Montana","Carter","Carter County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3001100000","Montana","Carter","Carter County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3001100000","Montana","Carter","Carter County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3001300000","Montana","Cascade","Cascade County","County","Election Systems & Software","DS850","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3001300000","Montana","Cascade","Cascade County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3001300000","Montana","Cascade","Cascade County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3001300000","Montana","Cascade","Cascade County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3001500000","Montana","Chouteau","Chouteau County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3001500000","Montana","Chouteau","Chouteau County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3001500000","Montana","Chouteau","Chouteau County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3001500000","Montana","Chouteau","Chouteau County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3001700000","Montana","Custer","Custer County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3001700000","Montana","Custer","Custer County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3001700000","Montana","Custer","Custer County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3001700000","Montana","Custer","Custer County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3001900000","Montana","Daniels","Daniels County","County","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"3001900000","Montana","Daniels","Daniels County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3001900000","Montana","Daniels","Daniels County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3001900000","Montana","Daniels","Daniels County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3002100000","Montana","Dawson","Dawson County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3002100000","Montana","Dawson","Dawson County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3002100000","Montana","Dawson","Dawson County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3002100000","Montana","Dawson","Dawson County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3002300000","Montana","Deer Lodge","Deer Lodge County","County","Election Systems & Software","Model 650","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3002300000","Montana","Deer Lodge","Deer Lodge County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3002300000","Montana","Deer Lodge","Deer Lodge County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3002300000","Montana","Deer Lodge","Deer Lodge County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3002500000","Montana","Fallon","Fallon County","County","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"3002500000","Montana","Fallon","Fallon County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3002500000","Montana","Fallon","Fallon County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3002500000","Montana","Fallon","Fallon County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3002700000","Montana","Fergus","Fergus County","County","Election Systems & Software","Model 650","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3002700000","Montana","Fergus","Fergus County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3002700000","Montana","Fergus","Fergus County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3002700000","Montana","Fergus","Fergus County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3002900000","Montana","Flathead","Flathead County","County","Election Systems & Software","Model 100","Hand-Fed Optical Scanner","N/A","Yes","No","No","No",
"3002900000","Montana","Flathead","Flathead County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3002900000","Montana","Flathead","Flathead County","County","Election Systems & Software","DS850","Batch-Fed Optical Scanner","N/A","No","No","No","Yes",
"3002900000","Montana","Flathead","Flathead County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3002900000","Montana","Flathead","Flathead County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3003100000","Montana","Gallatin","Gallatin County","County","Election Systems & Software","DS850","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3003100000","Montana","Gallatin","Gallatin County","County","Election Systems & Software","AutoMARK","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3003100000","Montana","Gallatin","Gallatin County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3003100000","Montana","Gallatin","Gallatin County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3003300000","Montana","Garfield","Garfield County","County","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"3003300000","Montana","Garfield","Garfield County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3003300000","Montana","Garfield","Garfield County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3003300000","Montana","Garfield","Garfield County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3003500000","Montana","Glacier","Glacier County","County","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","No",
"3003500000","Montana","Glacier","Glacier County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3003500000","Montana","Glacier","Glacier County","County","Election Systems & Software","DS850","Batch-Fed Optical Scanner","N/A","No","No","No","Yes",
"3003500000","Montana","Glacier","Glacier County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3003500000","Montana","Glacier","Glacier County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3003700000","Montana","Golden Valley","Golden Valley County","County","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"3003700000","Montana","Golden Valley","Golden Valley County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"3003700000","Montana","Golden Valley","Golden Valley County","County","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"3003700000","Montana","Golden Valley","Golden Valley County","County","Votem","CastIron","Remote Ballot Marking System: Server-Side","N/A","No","No","No","No",
"3003900000","Montana","Granite","Granite County","County","Election Systems & Software","DS450","Batch-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"3003900000","Montana","Granite","Granite County","County","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
